trick_number,trick_name,stance,part,caption_seconds,family,subfamily,modifiers,sibling_key,youtube_url
249,frontside bigspin late double flip,Regular,3,166.7,Shuv-its,Bigspin,Late|Double|Frontside,frontside bigspin late double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
250,casper flip,Regular,3,173.1,Casper / Hospital,Casper,,casper flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
251,fakie casper flip,Fakie,3,176.7,Casper / Hospital,Casper,,casper flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
252,switch casper flip,Switch,3,179.1,Casper / Hospital,Casper,,casper flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
253,nollie casper flip,Nollie,3,182.7,Casper / Hospital,Casper,,casper flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
254,360 casper flip,Regular,3,184.9,Casper / Hospital,Casper,360,360 casper flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
255,casper flip bigspin,Regular,3,190.8,Casper / Hospital,Casper,,casper flip bigspin,https://www.youtube.com/watch?v=N4sgk0PLhQ0
256,late inward heelflip,Regular,3,193.3,Heelflips,Inward Heel,Late,late inward heelflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
257,360 shuv underflip,Regular,3,197.2,Shuv-its,Shuv-it,360|Underflip,360 shuv underflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
258,backside bigspin underflip,Regular,3,199.4,Shuv-its,Bigspin,Backside|Underflip,backside bigspin underflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
259,360 shuv under double flip,Regular,3,201.4,Shuv-its,Shuv-it,Double|360|Underflip,360 shuv under double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
260,late flip,Regular,3,203.8,Kickflips,Kickflip,Late,late flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
261,fakie late flip,Fakie,3,205.8,Kickflips,Kickflip,Late,late flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
262,fakie frontside late flip,Fakie,3,208.1,Kickflips,Kickflip,Late|Frontside,frontside late flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
263,late heelflip,Regular,3,209.9,Heelflips,Heelflip,Late,late heelflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
264,nollie backside body varial,Nollie,3,212.2,Ollie / Spins,None,Body Varial|Backside,backside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
265,nollie frontside body varial,Nollie,3,214.3,Ollie / Spins,None,Body Varial|Frontside,frontside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
266,switch ollie frontside body varial,Switch,3,216.3,Ollie / Spins,None,Body Varial|Frontside,ollie frontside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
267,switch ollie backside body varial,Switch,3,218.3,Ollie / Spins,None,Body Varial|Backside,ollie backside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
268,backside shuv underflip,Regular,3,220.5,Shuv-its,Shuv-it,Backside|Underflip,backside shuv underflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
269,fakie casper flip bigspin,Fakie,3,222.2,Casper / Hospital,Casper,,casper flip bigspin,https://www.youtube.com/watch?v=N4sgk0PLhQ0
270,switch bigspin double flip,Switch,3,227.5,Kickflips,Bigflip,Double,bigspin double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
271,frontside shuv rewind,Regular,3,230.5,Shuv-its,Shuv-it,Rewind|Frontside,frontside shuv rewind,https://www.youtube.com/watch?v=N4sgk0PLhQ0
272,switch backside shuv rewind,Switch,3,232.6,Shuv-its,Shuv-it,Rewind|Backside,backside shuv rewind,https://www.youtube.com/watch?v=N4sgk0PLhQ0
273,backside shuv rewind,Regular,3,234.3,Shuv-its,Shuv-it,Rewind|Backside,backside shuv rewind,https://www.youtube.com/watch?v=N4sgk0PLhQ0
274,switch frontside shuv rewind,Switch,3,235.9,Shuv-its,Shuv-it,Rewind|Frontside,frontside shuv rewind,https://www.youtube.com/watch?v=N4sgk0PLhQ0
275,fakie backside late flip,Fakie,3,237.9,Kickflips,Kickflip,Late|Backside,backside late flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
276,backside late flip,Regular,3,240,Kickflips,Kickflip,Late|Backside,backside late flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
277,fakie backside late double flip,Fakie,3,243.6,Kickflips,Kickflip,Late|Double|Backside,backside late double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
278,fakie double heelflip backside body varial,Fakie,3,249.4,Heelflips,Heelflip,Body Varial|Double|Backside,double heelflip backside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
279,anti bigspin heelflip,Regular,3,251.4,Heelflips,Big Heel,Anti,anti bigspin heelflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
280,fakie anti bigspin heelflip,Fakie,3,253.9,Heelflips,Big Heel,Anti,anti bigspin heelflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
281,late 360 inward heelflip,Regular,3,258.1,Heelflips,Inward Heel,Late|360,late 360 inward heelflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
282,switch 360 double flip,Switch,3,263.6,Kickflips,360 Flip / Tre,Double|360,360 double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
283,impossible body varial,Regular,3,266,Impossible,None,Body Varial,impossible body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
284,impossible rewind,Regular,3,269.7,Impossible,None,Rewind,impossible rewind,https://www.youtube.com/watch?v=N4sgk0PLhQ0
285,double kickflip backside body varial,Regular,3,274,Kickflips,Kickflip,Body Varial|Double|Backside,double kickflip backside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
286,double heelflip backside body varial,Regular,3,277.9,Heelflips,Heelflip,Body Varial|Double|Backside,double heelflip backside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
287,fakie double kickflip backside body varial,Fakie,3,279.8,Kickflips,Kickflip,Body Varial|Double|Backside,double kickflip backside body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
288,fakie backside 360 kickflip,Fakie,3,282.1,Kickflips,Kickflip,Backside|360,backside 360 kickflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
289,backside 360 kickflip,Regular,3,284.3,Kickflips,Kickflip,Backside|360,backside 360 kickflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
290,360 flip body varial,Regular,3,289.4,Kickflips,360 Flip / Tre,Body Varial|360,360 flip body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
291,360 flip rewind,Regular,3,291.1,Kickflips,360 Flip / Tre,Rewind|360,360 flip rewind,https://www.youtube.com/watch?v=N4sgk0PLhQ0
292,switch 360 flip rewind,Switch,3,293.3,Kickflips,360 Flip / Tre,Rewind|360,360 flip rewind,https://www.youtube.com/watch?v=N4sgk0PLhQ0
293,360 double flip,Regular,3,295.3,Kickflips,360 Flip / Tre,Double|360,360 double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
294,360 double flip body varial,Regular,3,297.2,Kickflips,360 Flip / Tre,Body Varial|Double|360,360 double flip body varial,https://www.youtube.com/watch?v=N4sgk0PLhQ0
295,fakie 360 double flip,Fakie,3,299.3,Kickflips,360 Flip / Tre,Double|360,360 double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
296,bigspin double flip,Regular,3,301.2,Kickflips,Bigflip,Double,bigspin double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
297,fakie bigspin double flip,Fakie,3,305,Kickflips,Bigflip,Double,bigspin double flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
298,fakie bigspin triple flip,Fakie,3,307.4,Kickflips,Bigflip,Triple,bigspin triple flip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
299,triple kickflip,Regular,3,313,Kickflips,Kickflip,Triple,triple kickflip,https://www.youtube.com/watch?v=N4sgk0PLhQ0
300,switch frontside 180 front foot impossible,Switch,3,315.1,Impossible,None,Front Foot|Frontside|180,frontside 180 front foot impossible,https://www.youtube.com/watch?v=N4sgk0PLhQ0
301,switch backside 360 kickflip,Switch,4,1.6,Kickflips,Kickflip,Backside|360,backside 360 kickflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
302,nollie 360 inward heelflip,Nollie,4,5.1,Heelflips,Inward Heel,360,360 inward heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
303,nollie frontside 360 kickflip,Nollie,4,7.7,Kickflips,Kickflip,Frontside|360,frontside 360 kickflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
304,switch backside shuv late shuv,Switch,4,13.1,Shuv-its,Shuv-it,Late|Backside,backside shuv late shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
305,switch backside shuv late under varial heel,Switch,4,15.8,Shuv-its,Shuv-it,Late|Backside|Underflip,backside shuv late under varial heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
306,switch backside double heelflip,Switch,4,21.8,Heelflips,Heelflip,Double|Backside,backside double heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
307,nollie inward double heelflip,Nollie,4,24.3,Heelflips,Inward Heel,Double,inward double heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
308,switch front foot feather flip,Switch,4,29.7,Feather,None,Front Foot,front foot feather flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
309,switch varial double heelflip,Switch,4,36,Heelflips,Varial Heel,Double,varial double heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
310,switch backside shuv late flip,Switch,4,39,Shuv-its,Shuv-it,Late|Backside,backside shuv late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
311,switch backside bigspin late flip,Switch,4,41.7,Shuv-its,Bigspin,Late|Backside,backside bigspin late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
312,nollie backside shuv late flip,Nollie,4,44.8,Shuv-its,Shuv-it,Late|Backside,backside shuv late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
313,switch frontside shuv late flip,Switch,4,47.2,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
314,switch frontside shuv late double flip,Switch,4,49.7,Shuv-its,Shuv-it,Late|Double|Frontside,frontside shuv late double flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
315,fakie backside shuv late flip,Fakie,4,55.9,Shuv-its,Shuv-it,Late|Backside,backside shuv late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
316,pressure frontside flip,Regular,4,58,Kickflips,Kickflip,Pressure|Frontside,pressure frontside flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
317,half impossible,Regular,4,60.2,Impossible,None,Half,half impossible,https://www.youtube.com/watch?v=uqV5JQU4rG8
318,half impossible late flip,Regular,4,62.4,Impossible,None,Late|Half,half impossible late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
319,bigspin half impossible late flip,Regular,4,64.4,Shuv-its,Bigspin,Late|Half,bigspin half impossible late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
320,fakie frontside bigspin late flip,Fakie,4,72.3,Shuv-its,Bigspin,Late|Frontside,frontside bigspin late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
321,impossible late flip,Regular,4,74.5,Impossible,None,Late,impossible late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
322,impossible late double flip,Regular,4,81,Impossible,None,Late|Double,impossible late double flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
323,fakie frontside shuv late flip,Fakie,4,90.6,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
324,switch hardflip rewind,Switch,4,94.9,Kickflips,Hardflip,Rewind,hardflip rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
325,nollie hardflip rewind,Nollie,4,97.6,Kickflips,Hardflip,Rewind,hardflip rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
326,fakie lazer double flip,Fakie,4,102.1,Heelflips,Lazer,Double,lazer double flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
327,lazer double flip,Regular,4,104.5,Heelflips,Lazer,Double,lazer double flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
328,cancel flip,Regular,4,109.3,Kickflips,Kickflip,Late|Cancel,cancel flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
329,cancel heel,Regular,4,115.5,Heelflips,Heelflip,Late|Cancel,cancel heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
330,backside cancel heel,Regular,4,119.4,Heelflips,Heelflip,Late|Cancel|Backside,backside cancel heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
331,inward heelflip rewind,Regular,4,126.6,Heelflips,Inward Heel,Rewind,inward heelflip rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
332,fakie inward heelflip rewind,Fakie,4,133.4,Heelflips,Inward Heel,Rewind,inward heelflip rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
333,varial heelflip rewind,Regular,4,140.3,Heelflips,Varial Heel,Rewind,varial heelflip rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
334,fakie bigspin inward heel,Fakie,4,143.2,Shuv-its,Bigspin,,bigspin inward heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
335,bigspin inward heel,Regular,4,147.6,Shuv-its,Bigspin,,bigspin inward heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
336,fakie pressure flip body varial,Fakie,4,149.8,Kickflips,Kickflip,Pressure|Body Varial,pressure flip body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
337,360 pressure flip body varial,Regular,4,151.9,Kickflips,Kickflip,Pressure|Body Varial|360,360 pressure flip body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
338,540 pressure flip,Regular,4,154.1,Kickflips,Kickflip,Pressure|540,540 pressure flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
339,pressure biggerspin flip,Regular,4,158.8,Kickflips,Bigflip,Pressure,pressure biggerspin flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
340,switch backside 540 shuv,Switch,4,163.3,Shuv-its,Shuv-it,Backside|540,backside 540 shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
341,frontside bigspin double heel,Regular,4,165.6,Heelflips,Big Heel,Double|Frontside,frontside bigspin double heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
342,frontside bigspin flip,Regular,4,168.2,Kickflips,Bigflip,Frontside,frontside bigspin flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
343,360 hardflip,Regular,4,175.6,Kickflips,Hardflip,360,360 hardflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
344,nollie frontside shuv late flip,Nollie,4,180.8,Shuv-its,Shuv-it,Late|Frontside,frontside shuv late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
345,late backside shuv,Regular,4,183.6,Shuv-its,Shuv-it,Late|Backside,late backside shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
346,fakie late backside shuv,Fakie,4,187.4,Shuv-its,Shuv-it,Late|Backside,late backside shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
347,late backside heel,Regular,4,189.5,Heelflips,Heelflip,Late|Backside,late backside heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
348,fakie pressure backside heel,Fakie,4,192.2,Heelflips,Heelflip,Pressure|Backside,pressure backside heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
349,half heel anti casper flip,Regular,4,194.4,Heelflips,Heelflip,Anti|Half,half heel anti casper flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
350,fakie backside cancel heel,Fakie,4,198.7,Heelflips,Heelflip,Late|Cancel|Backside,backside cancel heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
351,fakie half heel anti casper flip,Fakie,4,203,Heelflips,Heelflip,Anti|Half,half heel anti casper flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
352,fakie frontside bigspin double heel,Fakie,4,205.7,Heelflips,Big Heel,Double|Frontside,frontside bigspin double heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
353,fakie frontside gazelle heel,Fakie,4,210.5,Shuv-its,Gazelle,Frontside|Body Varial,frontside gazelle heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
354,fakie frontside biggerspin heel,Fakie,4,217.7,Heelflips,Big Heel,Frontside,frontside biggerspin heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
355,backside feather flip,Regular,4,220.5,Feather,None,Backside,backside feather flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
356,nollie pressure hardflip,Nollie,4,225.2,Kickflips,Hardflip,Pressure,pressure hardflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
357,switch inward heel rewind,Switch,4,227.4,Heelflips,Inward Heel,Rewind,inward heel rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
358,switch 360 inward heel,Switch,4,232.3,Heelflips,Inward Heel,360,360 inward heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
359,switch bigspin inward heel,Switch,4,237,Shuv-its,Bigspin,,bigspin inward heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
360,fakie backside 360 heelflip,Fakie,4,239.9,Heelflips,Heelflip,Backside|360,backside 360 heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
361,fakie backside 360 double kickflip,Fakie,4,242.4,Kickflips,Kickflip,Double|Backside|360,backside 360 double kickflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
362,kickflip late backside shuv,Regular,4,248.4,Kickflips,Kickflip,Late|Backside,kickflip late backside shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
363,frontside anti bigspin,Regular,4,253.4,Shuv-its,Bigspin,Anti|Frontside,frontside anti bigspin,https://www.youtube.com/watch?v=uqV5JQU4rG8
364,fakie frontside anti bigspin,Fakie,4,255.8,Shuv-its,Bigspin,Anti|Frontside,frontside anti bigspin,https://www.youtube.com/watch?v=uqV5JQU4rG8
365,fakie cancel heel,Fakie,4,258.1,Heelflips,Heelflip,Late|Cancel,cancel heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
366,switch cancel heel,Switch,4,260.3,Heelflips,Heelflip,Late|Cancel,cancel heel,https://www.youtube.com/watch?v=uqV5JQU4rG8
367,late double flip,Regular,4,262.5,Kickflips,Kickflip,Late|Double,late double flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
368,nollie inward heel rewind,Nollie,4,267.4,Heelflips,Inward Heel,Rewind,inward heel rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
369,late frontside shuv,Regular,4,271.9,Shuv-its,Shuv-it,Late|Frontside,late frontside shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
370,switch late frontside shuv,Switch,4,275.9,Shuv-its,Shuv-it,Late|Frontside,late frontside shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
371,nollie 360 double flip,Nollie,4,280.3,Kickflips,360 Flip / Tre,Double|360,360 double flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
372,fakie frontside shuv rewind,Fakie,4,283.5,Shuv-its,Shuv-it,Rewind|Frontside,frontside shuv rewind,https://www.youtube.com/watch?v=uqV5JQU4rG8
373,frontside shuv body varial,Regular,4,285.6,Shuv-its,Shuv-it,Body Varial|Frontside,frontside shuv body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
374,fakie frontside shuv body varial,Fakie,4,287.6,Shuv-its,Shuv-it,Body Varial|Frontside,frontside shuv body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
375,frontside shuv crossfoot,Regular,4,289.8,Shuv-its,Shuv-it,Crossfoot|Frontside,frontside shuv crossfoot,https://www.youtube.com/watch?v=uqV5JQU4rG8
376,backside shuv crossfoot,Regular,4,291.9,Shuv-its,Shuv-it,Crossfoot|Backside,backside shuv crossfoot,https://www.youtube.com/watch?v=uqV5JQU4rG8
377,heelflip crossfoot,Regular,4,293.7,Heelflips,Heelflip,Crossfoot,heelflip crossfoot,https://www.youtube.com/watch?v=uqV5JQU4rG8
378,kickflip crossfoot,Regular,4,296.6,Kickflips,Kickflip,Crossfoot,kickflip crossfoot,https://www.youtube.com/watch?v=uqV5JQU4rG8
379,crossfoot heelflip,Regular,4,298.8,Heelflips,Heelflip,Crossfoot,crossfoot heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
380,backside shuv body varial,Regular,4,301.5,Shuv-its,Shuv-it,Body Varial|Backside,backside shuv body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
381,fakie backside shuv body varial,Fakie,4,305.2,Shuv-its,Shuv-it,Body Varial|Backside,backside shuv body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
382,fakie varial flip body varial,Fakie,4,307.4,Kickflips,Varial Flip,Body Varial,varial flip body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
383,fakie varial heelflip body varial,Fakie,4,309.6,Heelflips,Varial Heel,Body Varial,varial heelflip body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
384,impossible late flip body varial,Regular,4,311.7,Impossible,None,Late|Body Varial,impossible late flip body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
385,varial flip body varial,Regular,4,314,Kickflips,Varial Flip,Body Varial,varial flip body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
386,360 forward flip,Regular,4,316.2,Forward / Dolphin,Forward,360,360 forward flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
387,fakie impossible late flip,Fakie,4,327.9,Impossible,None,Late,impossible late flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
388,fakie biggerspin double flip,Fakie,4,330.4,Kickflips,Bigflip,Double,biggerspin double flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
389,360 triple flip,Regular,4,334.9,Kickflips,360 Flip / Tre,Triple|360,360 triple flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
390,switch 540 front foot impossible,Switch,4,342,Impossible,None,Front Foot|540,540 front foot impossible,https://www.youtube.com/watch?v=uqV5JQU4rG8
391,late varial flip,Regular,4,346.6,Kickflips,Varial Flip,Late,late varial flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
392,late backside bigspin flip,Regular,4,350.5,Kickflips,Bigflip,Late|Backside,late backside bigspin flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
393,fakie late varial flip,Fakie,4,353.1,Kickflips,Varial Flip,Late,late varial flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
394,fakie backside cancel flip,Fakie,4,355,Kickflips,Kickflip,Late|Cancel|Backside,backside cancel flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
395,fakie cancel flip,Fakie,4,359.2,Kickflips,Kickflip,Late|Cancel,cancel flip,https://www.youtube.com/watch?v=uqV5JQU4rG8
396,fakie late frontside shuv,Fakie,4,361.7,Shuv-its,Shuv-it,Late|Frontside,late frontside shuv,https://www.youtube.com/watch?v=uqV5JQU4rG8
397,fakie late inward heelflip,Fakie,4,363.9,Heelflips,Inward Heel,Late,late inward heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
398,late heelflip frontside body varial,Regular,4,368.5,Heelflips,Heelflip,Late|Body Varial|Frontside,late heelflip frontside body varial,https://www.youtube.com/watch?v=uqV5JQU4rG8
399,late impossible,Regular,4,373,Impossible,None,Late,late impossible,https://www.youtube.com/watch?v=uqV5JQU4rG8
400,switch frontside 360 heelflip,Switch,4,381.1,Heelflips,Heelflip,Frontside|360,frontside 360 heelflip,https://www.youtube.com/watch?v=uqV5JQU4rG8
401,switch triple kickflip,Switch,5,1.6,Kickflips,Kickflip,Triple,triple kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
402,switch hospital heel,Switch,5,4.4,Casper / Hospital,Hospital,,hospital heel,https://www.youtube.com/watch?v=XD_CmCkpskc
403,switch bigspin hospital heel,Switch,5,6.9,Shuv-its,Bigspin,,bigspin hospital heel,https://www.youtube.com/watch?v=XD_CmCkpskc
404,nollie forward flip,Nollie,5,11.2,Forward / Dolphin,Forward,,forward flip,https://www.youtube.com/watch?v=XD_CmCkpskc
405,switch forward flip,Switch,5,13.7,Forward / Dolphin,Forward,,forward flip,https://www.youtube.com/watch?v=XD_CmCkpskc
406,switch pressure 360 hardflip,Switch,5,20.1,Kickflips,Hardflip,Pressure|360,pressure 360 hardflip,https://www.youtube.com/watch?v=XD_CmCkpskc
407,frontside anti bigspin flip,Regular,5,22.2,Kickflips,Bigflip,Anti|Frontside,frontside anti bigspin flip,https://www.youtube.com/watch?v=XD_CmCkpskc
408,fakie frontside anti bigspin flip,Fakie,5,27.9,Kickflips,Bigflip,Anti|Frontside,frontside anti bigspin flip,https://www.youtube.com/watch?v=XD_CmCkpskc
409,fakie varial half flip cancel flip,Fakie,5,30.5,Kickflips,Varial Flip,Late|Cancel|Half,varial half flip cancel flip,https://www.youtube.com/watch?v=XD_CmCkpskc
410,nollie frontside gazelle spin,Nollie,5,37.9,Shuv-its,Gazelle,Frontside|Body Varial,frontside gazelle spin,https://www.youtube.com/watch?v=XD_CmCkpskc
411,nollie biggerspin flip,Nollie,5,40.5,Kickflips,Bigflip,,biggerspin flip,https://www.youtube.com/watch?v=XD_CmCkpskc
412,nollie 540 flip,Nollie,5,46.7,Kickflips,360 Flip / Tre,540,540 flip,https://www.youtube.com/watch?v=XD_CmCkpskc
413,switch frontside 360 kickflip,Switch,5,49,Kickflips,Kickflip,Frontside|360,frontside 360 kickflip,https://www.youtube.com/watch?v=XD_CmCkpskc
414,pressure hardflip body varial,Regular,5,54.2,Kickflips,Hardflip,Pressure|Body Varial,pressure hardflip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
415,frontside half impossible,Regular,5,56.8,Impossible,None,Half|Frontside,frontside half impossible,https://www.youtube.com/watch?v=XD_CmCkpskc
416,frontside feather flip,Regular,5,61.7,Feather,None,Frontside,frontside feather flip,https://www.youtube.com/watch?v=XD_CmCkpskc
417,switch backside flip underflip,Switch,5,65.2,Kickflips,Kickflip,Backside|Underflip,backside flip underflip,https://www.youtube.com/watch?v=XD_CmCkpskc
418,pressure flip underflip,Regular,5,68.2,Kickflips,Kickflip,Pressure|Underflip,pressure flip underflip,https://www.youtube.com/watch?v=XD_CmCkpskc
419,switch biggerspin flip,Switch,5,77.3,Kickflips,Bigflip,,biggerspin flip,https://www.youtube.com/watch?v=XD_CmCkpskc
420,semi flip,Regular,5,83.5,Kickflips,Kickflip,Semi,semi flip,https://www.youtube.com/watch?v=XD_CmCkpskc
421,switch pressure flip rewind,Switch,5,88.1,Kickflips,Kickflip,Pressure|Rewind,pressure flip rewind,https://www.youtube.com/watch?v=XD_CmCkpskc
422,switch pressure flip body varial,Switch,5,90.9,Kickflips,Kickflip,Pressure|Body Varial,pressure flip body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
423,switch pressure flip late flip,Switch,5,93.2,Kickflips,Kickflip,Pressure|Late,pressure flip late flip,https://www.youtube.com/watch?v=XD_CmCkpskc
424,pop shuv late varial flip,Regular,5,99,Shuv-its,Shuv-it,Late,pop shuv late varial flip,https://www.youtube.com/watch?v=XD_CmCkpskc
425,impossible late varial flip,Regular,5,106.2,Impossible,None,Late,impossible late varial flip,https://www.youtube.com/watch?v=XD_CmCkpskc
426,backside anti bigspin,Regular,5,116.7,Shuv-its,Bigspin,Anti|Backside,backside anti bigspin,https://www.youtube.com/watch?v=XD_CmCkpskc
427,backside anti bigspin flip,Regular,5,119.1,Kickflips,Bigflip,Anti|Backside,backside anti bigspin flip,https://www.youtube.com/watch?v=XD_CmCkpskc
428,late flip backside body varial,Regular,5,126.3,Kickflips,Kickflip,Late|Body Varial|Backside,late flip backside body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
429,nollie late flip frontside body varial,Nollie,5,131,Kickflips,Kickflip,Late|Body Varial|Frontside,late flip frontside body varial,https://www.youtube.com/watch?v=XD_CmCkpskc
